ID ,Text,Sentiment_text,Sentiment_label,seg_text_lstm,seg_text_crf
627,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
628,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
629,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
630,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
631,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
632,ផលិតផលមិនទាន់គុណភាព,Negative,0.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
633,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
634,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
635,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
636,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
637,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
638,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
639,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
640,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
641,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
642,ផលិតផលមិនទាន់គុណភាព,Positive,1.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
643,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
644,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
645,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
646,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
647,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
648,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
649,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
650,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
651,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
652,ផលិតផលមិនទាន់គុណភាព,Negative,0.0,ផលិតផល មិន ទាន់ គុណភាព,ផលិតផល មិន ទាន់ គុណភាព
653,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ,សេវាកម្ម លឿន និង ទំនាក់ទំនង ល្អ
654,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ,ការសម្តែង ក្នុង ភាពយន្ត ធម្មតា ប៉ុណ្ណោះ
655,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន,ផលិតផល នេះ គ្មាន តម្លៃ ដូច មុន
656,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់,សេវាកម្ម នៅឯ កន្លែង នេះ ល្អ ណាស់
657,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ,ការបរិភោគ តាម កន្លែង កម្សាន្ត នេះ អស្ចារ្យ
658,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ,ផលិតផល ដែល គេ និយាយ អត់ ត្រឹមត្រូវ
659,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់,ផលិតផល នេះ គឺ ល្អ ជាមួយ គុណភាព ខ្ពស់
660,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ,សេវាកម្ម មិន បាន បំពេញ ចិត្ត ខ្ញុំ
661,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់,ភាពយន្ត នេះ មាន កម្រិត កម្សាន្ត ខ្ពស់
